"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","판매점영업면적","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"1384","CU 관악프렌즈점","서울특별시 관악구 봉천동 41번지 839호","서울특별시 관악구 은천로 153 1층 (봉천동)","20140716","운영중","","","","","","151050","","","195795.07055200000  ","443002.97159000000  ","영업중"
"1385","CU 서림태양점","서울특별시 관악구 신림동 1564번지 55호","서울특별시 관악구 쑥고개로2길 43 (신림동)","20140717","운영중","","","","","","151854","","","194650.80270400000  ","441805.68004900000  ","영업중"
"1386","(주)코리아세븐 관악청룡점","서울특별시 관악구 봉천동 894번지 2호","서울특별시 관악구 청룡1길 19 (봉천동)","20140725","운영중","","","","","","151050","","","195353.08363000000  ","442423.20776700000  ","영업중"
"1387","GS25 신림복은점","서울특별시 관악구 신림동 99번지 29호","서울특별시 관악구 복은길 60 (신림동)","20140814","운영중","","","","","","151855","","","194621.40200000000  ","441678.34229600000  ","영업중"
"1388","GS25 신림성화점","서울특별시 관악구 신림동 1587번지 2호","서울특별시 관악구 남부순환로 1578 (신림동)","20121123","운영중","","","","","","151869","","867-6865","193449.26445500000  ","442676.98009000000  ","영업중"
"1389","미니스톱 신림본점","서울특별시 관악구 신림동 1641번지 99호","서울특별시 관악구 신림로 270 (신림동)","20121109","운영중","","","","","","151930","","","194000.29411800000  ","442175.37391000000  ","영업중"
"1390","GS25 관악쑥고개점","서울특별시 관악구 봉천동 1568번지 8호 1층","서울특별시 관악구 쑥고개로 129 1층 (봉천동)","20140925","운영중","","","","","","151841","","","195660.17865100000  ","442177.28411700000  ","영업중"
"1391","CU 관악푸르지오점","서울특별시 관악구 봉천동 13번지 45호","서울특별시 관악구 청림6길 6 1층 (봉천동)","20140926","운영중","","","","","","151050","","","196421.51855700000  ","443162.02008100000  ","영업중"
"1392","편의점사랑 난우점","서울특별시 관악구 신림동 656번지 1호","서울특별시 관악구 난곡로16길 3 (신림동)","20140929","운영중","","","","","","151889","63.48","070-8222-8592","192993.80152800000  ","440857.14458600000  ","영업중"
"1393","CU 관악딸부자점","서울특별시 관악구 봉천동 30번지 4호","서울특별시 관악구 행운1길 117 (봉천동)","20141001","운영중","","","","","","151050","","","196110.28691400000  ","442700.97810200000  ","영업중"
"1394","365플러스 신림관천로점","서울특별시 관악구 신림동 1433번지 195호","서울특별시 관악구 관천로 62-1 (신림동)","20141001","운영중","","","","","","151892","","","193419.73264600000  ","442825.56267800000  ","영업중"
"1395","CU 관악네잎클로버점","서울특별시 관악구 신림동 470번지 15호","서울특별시 관악구 관천로15길 27 (신림동)","20141010","운영중","","","","","","151870","","","193012.78139700000  ","443017.31349500000  ","영업중"
"1396","세븐일레븐 소리나점","서울특별시 관악구 신림동 1432번지 128호","서울특별시 관악구 신림동5길 49 (신림동)","20141024","운영중","","","","","","151892","","872-1894","193620.65551400000  ","442845.94442000000  ","영업중"
"1397","GS25 봉천가람점","","서울특별시 관악구 국회단지길 110 (봉천동)","20141024","운영중","","","","","","","","","194899.16659500000  ","443440.81298300000  ","영업중"
"1398","GS25 봉천동신점","","서울특별시 관악구 봉천로21나길 35 (봉천동)","20141024","운영중","","","","","","","","","194356.63948700000  ","443270.97855100000  ","영업중"
"1399","CU 관악국화점","서울특별시 관악구 신림동 638번지 2호","서울특별시 관악구 난곡로26길 34 (신림동)","20141028","운영중","","","","","","151883","","","193067.35480700000  ","441177.94921000000  ","영업중"
"1400","CU 남강학사점","서울특별시 관악구 신림동 622번지 1호","서울특별시 관악구 난곡로34길 22 (신림동)","20141030","운영중","","","","","","151880","","851-3385","192966.32344100000  ","441454.81321600000  ","영업중"
"1401","CU 관악미성점","서울특별시 관악구 신림동 1568번지 1호","서울특별시 관악구 난곡로 302 (신림동)","20141030","운영중","","","","","","151898","","","192472.42777300000  ","442402.02559600000  ","영업중"
"1402","GS25 관악한빛점","","서울특별시 관악구 봉천로 455 101호 (봉천동)","20121112","운영중","","","","","","","","","195630.08836200000  ","442580.50672700000  ","영업중"
"1403","GS25 인헌마루점","서울특별시 관악구 봉천동 180번지 205호","서울특별시 관악구 인헌길 141 1층 (봉천동)","20141124","운영중","","","","","","151050","","","197223.23434100000  ","441126.17260400000  ","영업중"
"1404","세븐일레븐 봉천해주점","서울특별시 관악구 봉천동 870번지 1호","서울특별시 관악구 봉천로 466 1층 101호 (봉천동)","20141205","운영중","","","","","","151056","","","195722.58696900000  ","442509.77814300000  ","영업중"
"1405","GS25 낙성대역점","서울특별시 관악구 봉천동 1687번지 23호","서울특별시 관악구 남부순환로 1937 1층 (봉천동)","20141211","운영중","","","","","","151050","","","196875.67585800000  ","441943.32467900000  ","영업중"
"1406","CU 신림사거리점","서울특별시 관악구 신림동 1432번지 76호 동산빌딩 1층","서울특별시 관악구 신림로 351 1층 (신림동 동산빌딩)","20141216","운영중","","","","","","151892","","882-9828","193742.21495600000  ","442913.49060600000  ","영업중"
"1407","(주)코리아세븐 관악드림점","서울특별시 관악구 봉천동 480번지 3호 106호 107호","서울특별시 관악구 은천로25길 69 106호 107호 (봉천동)","20141231","운영중","","","","","","151804","","","195432.71597100000  ","443292.08949700000  ","영업중"
"1408","CU 신림이화점","서울특별시 관악구 신림동 103번지 201호 지하1층 202호","서울특별시 관악구 서림길 127 지하1층 202호 (신림동)","20150102","운영중","","","","","","151856","","","194764.01465900000  ","441293.52163900000  ","영업중"
"1409","CU 남부순환로점","서울특별시 관악구 신림동 10번지 621호 관동캐슬오피스텔 101호","서울특별시 관악구 남부순환로 1680 101호 (신림동 관동캐슬오피스텔)","20150107","운영중","","","","","","151852","","874-0577","194436.64392800000  ","442739.33653500000  ","영업중"
"1410","CU 관악봉천점","서울특별시 관악구 봉천동 933번지 34호 1층","서울특별시 관악구 봉천로31길 35 1층 (봉천동)","20150112","운영중","","","","","","151843","","","194710.30386400000  ","442803.09859100000  ","영업중"
"1411","GS25광희제일점","서울특별시 중구 광희동2가 180번지","서울특별시 중구 퇴계로 340 (광희동2가)","20131007","운영중","","","","","","100412","","","200817.18151200000  ","451637.22572100000  ","영업중"
"1412","GS25중구수표점","서울특별시 중구 수표동 56번지 12호","서울특별시 중구 을지로9길 16 (수표동)","20131017","운영중","","","","","","100230","","02-2261-1982","198984.94406200000  ","451939.80386500000  ","영업중"
"1413","(주)코리아세븐 무교YG타워점","서울특별시 중구 다동 155번지 1층 109호","서울특별시 중구 남대문로9길 40 1층 109호 (다동)","20121116","운영중","","","","","","100180","","","198265.68532600000  ","451956.24056100000  ","영업중"
"1414","(주)코리아세븐 회현SK점","서울특별시 중구 회현동1가 206번지 회현SK리더스뷰 102호","서울특별시 중구 퇴계로 72 (회현동1가 회현SK리더스뷰)","20121116","운영중","","","","","","","49.5","02-318-6891","198286.25946800000  ","451066.47478400000  ","영업중"
"1415","(주)코리아세븐 동국대점","서울특별시 중구 충무로5가 78번지 1호","서울특별시 중구 서애로 2 (충무로5가)","20121116","운영중","","","","","","100015","49.5","02-2265-4323","199850.72982800000  ","451371.58488600000  ","영업중"
"1416","(주)코리아세븐 신당2호점","서울특별시 중구 신당동 844번지 남산타운아파트 스포츠센터 B-101호","서울특별시 중구 다산로 32 B-101호 (신당동 남산타운아파트 스포츠센터)","20121116","운영중","","","","","","100754","49.5","02-2256-2363","201137.22119300000  ","450226.09094300000  ","영업중"
"1417","(주)바이더웨이 청구점","서울특별시 중구 신당동 304번지 408호","서울특별시 중구 다산로29길 14 (신당동)","20121116","운영중","","","","","","100890","","02-2232-0711","201169.64941500000  ","451287.78761500000  ","영업중"
"1418","(주)코리아세븐 신당점","서울특별시 중구 신당동 48번지 1호","서울특별시 중구 다산로36길 53 (신당동)","20121116","운영중","","","","","","100897","","","201576.53256200000  ","451331.76414600000  ","영업중"
"1419","(주)코리아세븐 신당아크로타워점","서울특별시 중구 황학동 2523번지 황학아크로타워 120호","서울특별시 중구 퇴계로 447 (황학동)","20121116","운영중","","","","","","","","","201919.09504500000  ","451834.18694400000  ","영업중"
"1420","GS25쌍문명준","서울특별시 도봉구 쌍문동 671번지 명준빌딩1층","서울특별시 도봉구 해등로17길 42 (쌍문동 명준빌딩 1층)","20121101","운영중","","","","","","132893","","904-2606","203317.74803900000  ","461741.95274500000  ","영업중"
"1421","GS25녹천역점","서울특별시 도봉구 창동 38번지 5호 주공17단지상가 101호","서울특별시 도봉구 덕릉로66길 53 101호 (창동)","20140417","운영중","","","","","","132901","49.5","02-900-7480","204604.16741900000  ","460495.17098900000  ","영업중"
"1422","위드미창동점","서울특별시 도봉구 창동 443번지 4호","서울특별시 도봉구 덕릉로 276 (창동)","20140523","운영중","","","","","","132913","49.5","900-7133","203635.58986600000  ","460220.77305800000  ","영업중"
"1423","지에스리테일창동소망점","서울특별시 도봉구 창동 479번지 10호","서울특별시 도봉구 우이천로4다길 16 (창동)","20140707","운영중","","","","","","132916","62.7","902-1211","203618.93112600000  ","459445.61144700000  ","영업중"
"1424","(주)코리아세븐 도봉안방학길점","서울특별시 도봉구 방학동 604번지 14호","서울특별시 도봉구 시루봉로15길 14 (방학동)","20140715","운영중","","","","","","132838","49.5","","202905.09551300000  ","463141.57470700000  ","영업중"
"1425","GS25 쌍문본점","","서울특별시 도봉구 도봉로109길 61 (쌍문동 브라운스톤제상가동 101호)","20140903","운영중","","","","","","","66","999-0501","202643.06814500000  ","460837.82353700000  ","영업중"
"1427","세븐일레븐 창동서부점","서울특별시 도봉구 창동 74번지 5호 신원빌딩 1층 세븐일레븐","서울특별시 도봉구 노해로63길 78 (창동)","20141001","운영중","","","","","","132903","42.9","02-995-0710","204088.61488500000  ","461440.40352200000  ","영업중"
"1428","GS25 도봉소망점","서울특별시 도봉구 도봉동 614번지 24호","서울특별시 도봉구 시루봉로27길 23 (도봉동)","20141006","운영중","","","","","","132820","","956-5932","203752.84381900000  ","463631.44132900000  ","영업중"
"1429","미니스톱 도봉월드점","","서울특별시 도봉구 마들로 650 1층 (방학동)","20141031","운영중","","","","","","","","955-0362","204152.39860000000  ","463154.38961800000  ","영업중"
"1430","세븐일레븐 창동주공점","서울특별시 도봉구 창동 350번지 1호 주공3단지 나상가동 101호","서울특별시 도봉구 해등로 47 101호 (창동 주공아파트3단지나상가동)","20141104","운영중","","","","","","132041","33","02-904-7366","203821.23220600000  ","460958.10349600000  ","영업중"
"1431","세븐일레븐도봉하늘채점","서울특별시 도봉구 쌍문동 364번지 1호","서울특별시 도봉구 우이천로 367 101호 (쌍문동 북한산코오롱하늘채아파트상가동)","20141215","운영중","","","","","","132864","33","","202124.28412300000  ","460999.22254300000  ","영업중"
"1432","이마트24방학학마을점","방학동 658번지 5호","서울특별시 도봉구 도당로 115 1층 (방학동)","20150102","운영중","","","","","","132847","33","956-0925","203460.73092500000  ","463063.59110400000  ","영업중"
"1433","GS25방학도당점","서울특별시 도봉구 방학동 633번지 27호","서울특별시 도봉구 도당로15길 21 (방학동)","20150112","운영중","","","","","","132843","36","02-3491-3700","203192.95811600000  ","462972.25548200000  ","영업중"
"1434","씨유창동프라자점","서울특별시 도봉구 창동 5번지 1호","서울특별시 도봉구 마들로11가길 16 지상 1층 105106호 (창동)","20150326","운영중","","","","","","132898","42.9","02-906-7020","204321.42663700000  ","461438.30765800000  ","영업중"
"1435","씨유쌍문덕성점","서울특별시 도봉구 쌍문동 520번지 43호","서울특별시 도봉구 우이천로 490 1층 (쌍문동)","20150326","운영중","","","","","","132891","66","02-992-0428","201379.51554000000  ","461896.32898300000  ","영업중"
"1436","씨유방학신우점","서울특별시 도봉구 방학동 318번지 44호","서울특별시 도봉구 방학로10길 35 상가동 1층 제1호제2호 (방학동)","20150331","운영중","","","","","","132831","52.8","02-3493-8777","202949.93391100000  ","462702.75861700000  ","영업중"
"1437","세븐일레븐창동우성점","서울특별시 도봉구 창동 603번지 13호","서울특별시 도봉구 덕릉로61길 10 1층 (창동)","20150422","운영중","","","","","","132919","44","070-4105-0501","203502.85872400000  ","460187.27337700000  ","영업중"
"1438","CU 연희영웅점","서울특별시 서대문구 연희동 134번지 28호","서울특별시 서대문구 연희맛로 38 1층 (연희동)","20121101","운영중","","","","","","120825","","02-3143-6338","193918.99581400000  ","452073.18604000000  ","영업중"
"1439","CU 서대문연희점","서울특별시 서대문구 연희동 193번지 17호","서울특별시 서대문구 연희로 81-21 (연희동)","20121101","운영중","","","","","","120825","","070-4406-8752","193721.85338400000  ","451813.76661100000  ","영업중"
"1440","CU 연희푸르지오점","서울특별시 서대문구 연희동 353번지 89호","서울특별시 서대문구 연희로 38 (연희동)","20121112","운영중","","","","","","120830","","02-322-5895","193607.60588600000  ","451395.91910300000  ","영업중"
"1441","CU 이대정문점","서울특별시 서대문구 대현동 60번지 8호","서울특별시 서대문구 이화여대길 48 (대현동)","20121112","운영중","","","","","","120808","","02-313-9084","195218.23862400000  ","451059.91203900000  ","영업중"
"1442","CU 독립문극동점","서울특별시 서대문구 현저동 200번지","서울특별시 서대문구 독립문공원길 13 (현저동)","20121112","운영중","","","","","","120796","","02-365-5792","196317.53359200000  ","452488.71329700000  ","영업중"
"1443","CU 연대서문점","서울특별시 서대문구 연희동 30번지 4호","서울특별시 서대문구 연희로10길 83 (연희동)","20121112","운영중","","","","","","120823","","","194144.70996500000  ","451601.34426900000  ","영업중"
"1444","GS25 연희성산로","서울특별시 서대문구 연희동 435번지","서울특별시 서대문구 성산로 315 (연희동)","20121112","운영중","","","","","","120831","","02-337-2823","193393.08694400000  ","451904.64264900000  ","영업중"
"1445","GS25 연희사랑점","서울특별시 서대문구 연희동 80번지 7호","서울특별시 서대문구 연희로 158 (연희동)","20121112","운영중","","","","","","120829","","02-338-2823","194247.75490800000  ","452414.23004800000  ","영업중"
"1446","세븐일레븐 홍제천점","서울특별시 서대문구 홍제동 334번지 85호","서울특별시 서대문구 홍제내길 128 (홍제동)","20121112","운영중","","","","","","120861","","02-396-8969","194411.23778900000  ","454275.23212500000  ","영업중"
"1447","CU 명지전문대점","서울특별시 서대문구 홍은동 346번지 2호","서울특별시 서대문구 가좌로 139 (홍은동)","20121112","운영중","","","","","","120848","","02-303-9214","193273.49077900000  ","453867.07820300000  ","영업중"
"1448","CU 서대문인창점","서울특별시 서대문구 충정로2가 37번지 15호","서울특별시 서대문구 경기대로 80 (충정로2가)","20121113","운영중","","","","","","120012","","02-365-3830","196877.42881900000  ","451801.09103800000  ","영업중"
"1449","CU  연대연희점","서울특별시 서대문구 연희동 340번지 45호","서울특별시 서대문구 연희로10가길 51 (연희동)","20121113","운영중","","","","","","120830","","02-338-4100","193877.26718600000  ","451678.96245000000  ","영업중"
"1450","GS25 신촌점","서울특별시 서대문구 창천동 30번지 25호","서울특별시 서대문구 신촌로 87-18 (창천동)","20121113","운영중","","","","","","120834","","","194375.47189600000  ","450758.81503300000  ","영업중"
"1451","GS25 서대문연희점","서울특별시 서대문구 연희동 609번지","서울특별시 서대문구 증가로 83 (연희동)","20121113","운영중","","","","","","120832","","02-332-3455","193536.33586600000  ","452799.03184200000  ","영업중"
"1452","CU 서대문증가로점","서울특별시 서대문구 북가좌동 5번지 25호","서울특별시 서대문구 증가로20길 64 (북가좌동)","20121113","운영중","","","","","","120810","","","192824.87390900000  ","453599.09855100000  ","영업중"
"1453","GS25 서대문홍은점","서울특별시 서대문구 홍은동 403번지 1호","서울특별시 서대문구 가좌로 79 (홍은동)","20121113","운영중","","","","","","120848","","","193641.29554600000  ","453394.89898600000  ","영업중"
"1454","GS25 신촌사랑점","서울특별시 서대문구 창천동 18번지 79호","서울특별시 서대문구 연세로2가길 19 (창천동)","20121113","운영중","","","","","","120833","","02-330-2270","194469.10966100000  ","450812.92895400000  ","영업중"
"1455","GS25 창천제일점","서울특별시 서대문구 창천동 502번지 7호","서울특별시 서대문구 신촌로7길 5 (창천동)","20121113","운영중","","","","","","120836","","02-333-2270","193919.78054900000  ","450900.83942100000  ","영업중"
"1456","GS25 신촌행복","서울특별시 서대문구 창천동 72번지 36호","서울특별시 서대문구 신촌로 57 (창천동)","20121113","운영중","","","","","","120834","","02-338-9689","194074.25351300000  ","450811.31494400000  ","영업중"
"1457","GS25 홍은명지점","서울특별시 서대문구 홍은동 400번지 4호","서울특별시 서대문구 거북골로 8-22 (홍은동)","20121113","운영중","","","","","","120100","","02-303-0026","193407.31805500000  ","453606.68530900000  ","영업중"
"1458","세븐일레븐 홍제문화공원점","서울특별시 서대문구 홍제동 282번지 34호","서울특별시 서대문구 세검정로4길 10 (홍제동)","20121113","운영중","","","","","","120863","","02-379-7714","195478.54133600000  ","454968.99458100000  ","영업중"
"1459","CU 충정로점","서울특별시 서대문구 충정로2가 188번지 1호","서울특별시 서대문구 경기대로 48 (충정로2가)","20121113","운영중","","","","","","120012","","02-356-6807","196694.15581100000  ","451550.01716900000  ","영업중"
"1460","GS25 명지점","서울특별시 서대문구 남가좌동 324번지 50호","서울특별시 서대문구 거북골로 37 (남가좌동)","20121114","운영중","","","","","","120806","","02-372-6602","193268.21249700000  ","453305.98389900000  ","영업중"
"1461","New days","서울특별시 서대문구 창천동 506번지 8호","서울특별시 서대문구 신촌로3길 25 (창천동)","20121114","운영중","","","","","","120836","","02-333-2122","193763.65011700000  ","451057.02318600000  ","영업중"
"1462","세븐일레븐 홍은힐튼점","서울특별시 서대문구 홍은동 204번지 8호","서울특별시 서대문구 연희로41가길 3 (홍은동)","20121114","운영중","","","","","","120846","","02-391-2856","194271.31901100000  ","454496.55752500000  ","영업중"
"1463","CU 충정로프랑스점","서울특별시 서대문구 합동 117번지","서울특별시 서대문구 서소문로 37 107호 (합동 충정대우디오빌)","20121114","운영중","","","","","","120730","","","196960.39415400000  ","451251.27350000000  ","영업중"
"1464","CU 북아현추계점","서울특별시 서대문구 북아현동 1006번지","서울특별시 서대문구 북아현로 40 (북아현동)","20121114","운영중","","","","","","120820","","02-392-4722","196148.09095600000  ","451297.00418900000  ","영업중"
"1465","CU 이대럭키점","서울특별시 서대문구 대현동 62번지 12호","서울특별시 서대문구 이화여대8길 36 (대현동)","20121114","운영중","","","","","","120808","","02-312-6126","195388.10459300000  ","451023.61031100000  ","영업중"
"1466","CU 북아현능안점","서울특별시 서대문구 북아현동 1번지 609호","서울특별시 서대문구 북아현로 96-1 (북아현동)","20121114","운영중","","","","","","120866","","","195833.52909700000  ","451731.36126600000  ","영업중"
"1467","CU 웨스트타워점","서울특별시 서대문구 미근동 332번지","서울특별시 서대문구 충정로 70 104호 (미근동 웨스트게이트타워)","20121114","운영중","","","","","","120020","","","197028.11982000000  ","451693.58268100000  ","영업중"
"1468","CU 남가좌현대점","서울특별시 서대문구 남가좌동 335번지 18호","서울특별시 서대문구 가재울로4길 46 (남가좌동)","20121115","운영중","","","","","","120806","","02-308-7688","193293.46869700000  ","452899.37821800000  ","영업중"
"1469","CU 북가좌증산교점","서울특별시 서대문구 북가좌동 342번지 14호","서울특별시 서대문구 증가로 264 (북가좌동)","20121115","운영중","","","","","","120815","","02-376-7267","192156.24180500000  ","453839.51715700000  ","영업중"
"1470","GS25 충현중앙점","서울특별시 서대문구 북아현동 3번지 130호","서울특별시 서대문구 북아현로 54-1 (북아현동)","20121115","운영중","","","","","","120818","","","196100.24521800000  ","451415.24346800000  ","영업중"
"1471","CU 북가좌에셀점","서울특별시 서대문구 북가좌동 299번지 1호","서울특별시 서대문구 응암로2길 10 (북가좌동)","20121115","운영중","","","","","","120812","","02-307-7407","192244.53667200000  ","453420.12590400000  ","영업중"
"1472","CU 보라매당곡점","서울특별시 관악구 봉천동 1511번지 22호 1층","서울특별시 관악구 봉천로21길 41 1층 (봉천동)","20150116","운영중","","","","","","151829","","873-8040","194170.49099300000  ","443261.22818700000  ","영업중"
"1473","CU 관악난우점","서울특별시 관악구 신림동 602번지 1호 1층","서울특별시 관악구 난우길 36 1층 (신림동)","20150213","운영중","","","","","","151878","","","192738.14944900000  ","441845.93015400000  ","영업중"
"1474","GS25 서울대역점","서울특별시 관악구 봉천동 1597번지 1호 1층","서울특별시 관악구 관악로 144 1층 (봉천동)","20150216","운영중","","","","","","151057","","875-2525","195807.54633100000  ","442056.51582100000  ","영업중"
"1475","GS25 봉천인헌점","서울특별시 관악구 봉천동 1646번지 28호 1층","서울특별시 관악구 인헌9길 28 1층 (봉천동)","20150226","운영중","","","","","","151061","","","197187.26004600000  ","441471.45406400000  ","영업중"
"1476","세븐일레븐 신림법학원점","서울특별시 관악구 신림동 237번지 6호 외4필지","서울특별시 관악구 신림로 77 (신림동)","20121113","운영중","","","","","","151858","","","194756.55161600000  ","441218.66257200000  ","영업중"
"1477","세븐일레븐 관악금강점","서울특별시 관악구 신림동 1669번지 금강빌딩 1층 104호","서울특별시 관악구 조원중앙로 8 1층 104호 (신림동 금강빌딩)","20150302","운영중","","","","","","151904","","838-2828","191573.39685400000  ","442346.84865700000  ","영업중"
"1478","씨유 관악무지개점","서울특별시 관악구 봉천동 1609번지 4호 1층","서울특별시 관악구 관악로12길 48 1층 (봉천동)","20150406","운영중","","","","","","151057","","872-3337","196024.76869800000  ","442027.72178500000  ","영업중"
"1479","GS25 신림조원점","서울특별시 관악구 신림동 563번지 59호 1층","서울특별시 관악구 남부순환로141길 29 1층 (신림동)","20150415","운영중","","","","","","151877","","","191969.71062600000  ","442554.09036100000  ","영업중"
"1480","CU 관악프렌즈2호점","서울특별시 관악구 신림동 725번지 12호","서울특별시 관악구 난곡로35길 10 1층 (신림동)","20150424","운영중","","","","","","151881","","","192764.21649800000  ","441497.06671600000  ","영업중"
"1481","씨유 관악장군점","서울특별시 관악구 봉천동 1520번지 27호 지하1층 B01호","서울특별시 관악구 장군봉2길 29 지하1층 (봉천동 B01호)","20150507","운영중","","","","","","151050","","","194572.24728200000  ","442603.52704900000  ","영업중"
"1482","GS25 관악장원점","서울특별시 관악구 신림동 253번지 3호 1층지층","서울특별시 관악구 대학길 84 1층지층 (신림동)","20150513","운영중","","","","","","151860","","","194470.06451500000  ","440842.68296700000  ","영업중"
"1483","홈플러스365월계점","서울특별시 노원구 월계동 442번지 2호","서울특별시 노원구 광운로2나길 45 (월계동)","20130822","운영중","","","","","","139846","","915-4201","205317.07867500000  ","457579.18496300000  ","영업중"
"1484","세븐일레븐 당고개제일점","서울특별시 노원구 상계동 65번지 5호","서울특별시 노원구 상계로 320 (상계동 1층우측점포)","20130829","운영중","","","","","","139810","","070-4126-6175","207126.32396000000  ","463407.61098400000  ","영업중"
"1485","GS25 광운문화관점","서울특별시 노원구 월계동 466번지","서울특별시 노원구 광운로 21 (월계동 광운대학교문화관 1층)","20130829","운영중","","","","","","139701","","942-2533","205084.28463600000  ","457805.00445300000  ","영업중"
"1984","씨유 대조대은점","","서울특별시 은평구 통일로69길 34 (대조동)","20131014","운영중","","","","","","","","384-7714","193416.97912800000  ","456735.19816400000  ","영업중"
"1486","GS25공릉청솔점","서울특별시 노원구 공릉동 91번지 청솔아파트상가 101호 102호","서울특별시 노원구 노원로1가길 10 101호 102호 (공릉동 청솔아파트상가)","20130927","운영중","","","","","","139888","","2006-2485","207627.17808000000  ","458264.01284400000  ","영업중"
"1487","GS25상계2단지점","서울특별시 노원구 상계동 746번지 5호 상계주공아파트2단지상가 아파트상가 201동 103호","서울특별시 노원구 동일로 1355 201동 103호 (상계동 상계주공아파트2단지상가 아파트상가)","20130927","운영중","","","","","","139831","","02-930-0927","205414.89122900000  ","461120.93843800000  ","영업중"
"1488","GS25 노원아이파크","서울특별시 노원구 상계동 1318번지 노원아이파크 101동118호119호","서울특별시 노원구 상계로23다길 13-8 (상계동 노원아이파크101동 118119호)","20131001","운영중","","","","","","139816","","936-0635","206105.73882100000  ","462246.16150700000  ","영업중"
"1489","세븐일레븐 공릉한보점","서울특별시 노원구 공릉동 421번지 16호","서울특별시 노원구 공릉로48길 20 (공릉동)","20131025","운영중","","","","","","139804","","","207034.79391700000  ","458665.46088400000  ","영업중"
"1490","GS25공릉중앙점","서울특별시 노원구 공릉동 598번지 17호","서울특별시 노원구 동일로173가길 28 (공릉동)","20131106","운영중","","","","","","139807","","949-1151","206490.10413300000  ","457785.67567800000  ","영업중"
"1491","365플러스노원점","서울특별시 노원구 상계동 593번지 2호","서울특별시 노원구 상계로3길 16 (상계동)","20131120","운영중","","","","","","139821","","934-2134","205513.67480300000  ","461929.00508800000  ","영업중"
"1492","세븐일레븐태능입구역점","서울특별시 노원구 공릉동 617번지 7호","서울특별시 노원구 동일로 992 (공릉동)","20131122","운영중","","","","","","139808","","947-0101","206675.09607400000  ","457692.97543100000  ","영업중"
"1493","씨유공릉플러스점","서울특별시 노원구 공릉동 392번지 24호 1층","서울특별시 노원구 동일로192길 66 1층 (공릉동)","20131126","운영중","","","","","","139803","","975-8510","206751.97736000000  ","458586.52093900000  ","영업중"
"1494","미니스톱 노원2점","서울특별시 노원구 상계동 693번지 4호 동익빌딩 1층","서울특별시 노원구 상계로 59 (상계동 동익빌딩 1층)","20131126","운영중","","","","","","139827","","02-934-8216","205428.18424000000  ","461837.89770600000  ","영업중"
"1495","GS25공릉역점","서울특별시 노원구 공릉동 386번지 3호","서울특별시 노원구 동일로192길 15 (공릉동)","20131127","운영중","","","","","","139801","","02-976-6401","206521.03173500000  ","458510.10934100000  ","영업중"
"1496","GS25공릉쉼터점","서울특별시 노원구 공릉동 661번지 17호 1층","서울특별시 노원구 동일로174길 42 1층 (공릉동)","20131218","운영중","","","","","","139800","","951-5879","206863.31117000000  ","457715.32378100000  ","영업중"
"1497","미니스톱공릉풍림점","서울특별시 노원구  725번지 104호105호","서울특별시 노원구 섬밭로 139 104호105호 (공릉동)","20140113","운영중","","","","","","139955","","","206016.60221900000  ","458965.86797300000  ","영업중"
"1498","씨유중계그린코아점","","서울특별시 노원구 한글비석로 250 1층 118호 (중계동)","20140204","운영중","","","","","","","","3391-8010","206796.19636700000  ","461158.37844900000  ","영업중"
"1499","로그인","서울특별시 노원구 상계동","서울특별시 노원구 동일로241길 44 (상계동 수락네트죤 105)","20140425","운영중","","","","","","139838","","933-9584","204781.78596100000  ","464269.52195600000  ","영업중"
"1500","씨유 공릉과기대점","서울특별시 노원구 공릉동 557번지 22호","서울특별시 노원구 동일로184길 56 (공릉동 102)","20140425","운영중","","","","","","139807","","971-2143","206774.71599200000  ","458319.59966600000  ","영업중"
"1501","GS25상계두산","서울특별시 노원구 상계동 1139번지 1호 1층","서울특별시 노원구 동일로243길 29 1층 (상계동)","20140522","운영중","","","","","","139838","","935-3128","204708.54616100000  ","464309.16786900000  ","영업중"
"1502","씨유상계계상점","서울특별시 노원구 상계동 443번지 9호 1층","서울특별시 노원구 한글비석로41가길 1 1층 (상계동)","20140522","운영중","","","","","","139820","","935-5517","206039.65341900000  ","462485.87198400000  ","영업중"
"1503","이마트24월계본점","서울특별시 노원구 월계동 911번지","서울특별시 노원구 덕릉로60길 182 (월계동)","20140612","운영중","","","","","","","","","203796              ","458937              ","영업중"
"1504","GS25중계동진점","서울특별시 노원구 중계동 364번지 23호 동진빌딩 103호","서울특별시 노원구 중계로 205 (중계동 동진빌딩 103호)","20140704","운영중","","","","","","139861","","934-0207","206835.15394400000  ","461209.09207300000  ","영업중"
"1505","GS25중계현대점","서울특별시 노원구 중계동 43번지 36호 1층","서울특별시 노원구 중계로8길 7 (중계동 1층)","20140707","운영중","","","","","","139854","","951-7664","207273.68703000000  ","460699.92092100000  ","영업중"
"1506","CU상계아카시아점","서울특별시 노원구 상계동 389번지 50호 1층","서울특별시 노원구 상계로9가길 23 1층 (상계동)","20140716","운영중","","","","","","139818","","","205926.47001000000  ","462153.87172000000  ","영업중"
