index,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,x축,y축,상세영업상태명,구별
1190,매일약국,서울특별시 강북구 수유동 168번지 5호,서울특별시강북구도봉로389,20070625,운영중,20.4,약국,20070625.0,02-993-4341,37.641800200000006,127.02909629999999,영업중,강북구
1191,에버그린약국,서울특별시 강북구 번1동 460-17,서울특별시강북구한천로1000,20070711,운영중,41.58,약국,20070711.0,02-999-7101,37.6378951,127.0303005,영업중,강북구
1192,드림약국,서울특별시 강북구 번동 437번지 13호 삼양빌딩 2층,서울특별시강북구덕릉로136,20070801,운영중,39.38,약국,20070801.0,02-853-1854,37.6348099,127.0287567,영업중,강북구
1193,생수당약국,서울특별시 강북구 미아동 258번지 716호 지층1호,서울특별시강북구오패산로52길51,20080125,운영중,43.35,약국,20080125.0,02-988-4986,37.6252206,127.0322019,영업중,강북구
1194,오렌지약국,서울특별시 강북구 미아동 1353번지 5호 SK아파트주상가 115호116호,서울특별시강북구솔샘로184,20081020,운영중,82.08,약국,20081020.0,982-7247,37.619918799999994,127.0128244,영업중,강북구
1195,참바로약국,서울특별시 강북구 번동 242번지 4호 주공아파트1단지 상가  207호,서울특별시강북구한천로105길7,20081201,운영중,31.32,약국,20081201.0,02-987-9885,37.626145,127.04714140000002,영업중,강북구
1196,수유온누리약국,서울특별시 강북구 번1동 446번지 12호,서울특별시강북구도봉로324,20091221,운영중,106.56,약국,20091221.0,02-996-9777,37.636756299999995,127.02485190000002,영업중,강북구
1197,정수약국,서울특별시 강북구 삼양동 701번지 1호,서울특별시강북구솔샘로239,20091229,운영중,56.65,약국,20091229.0,02-981-2516,37.6200027,127.01942849999999,영업중,강북구
1198,다나을약국,서울특별시 강북구 수유동 229번지 5호 정우빌딩 6층,서울특별시강북구도봉로333,20100106,운영중,35.88,약국,20100106.0,02-900-3133,37.637840000000004,127.0250315,영업중,강북구
1199,수온누리약국,서울특별시 강북구 미아동 813번지 삼성래미안트리베라1차아파트 107동 2호,서울특별시강북구삼양로19길25,20110201,운영중,20.4,약국,20110201.0,02-980-1854,37.6142301,127.02087820000001,영업중,강북구
1200,꿈이있는 온누리약국,서울특별시 강북구 수유2동 316번지 12호,서울특별시강북구삼양로462,20110601,운영중,38.13,약국,20110601.0,02-993-6091,37.6445033,127.0160504,영업중,강북구
1201,제일약국,서울특별시 강북구 번동 463번지 43호,서울특별시강북구도봉로376,20100310,운영중,89.67,약국,20100310.0,02-592-4920,37.640326200000004,127.0286736,영업중,강북구
1202,운산약국,서울특별시 강북구 미아동 189번지 14호,서울특별시강북구도봉로260,20100601,운영중,24.18,약국,20100601.0,983-1003,37.6316673,127.0244074,영업중,강북구
1203,강북제일약국,서울특별시 강북구 미아동 304번지 17호,서울특별시강북구도봉로49길8,20100311,운영중,40.74,약국,20100311.0,02-985-3116,37.6252348,127.0259382,영업중,강북구
1204,다정약국,서울특별시 강북구 미아동 42번지 117호,서울특별시강북구월계로19,20091019,운영중,82.8,약국,20091019.0,980-9822,37.6102114,127.03211100000001,영업중,강북구
1205,새봄약국,서울특별시 강북구 수유동 231번지 1호,서울특별시강북구노해로87,20071029,운영중,35.65,약국,20071029.0,02-907-6200,37.6435514,127.0222838,영업중,강북구
1206,건강비타민약국,서울특별시 강북구 삼양동 775번지 3호,서울특별시강북구솔매로59,20111107,운영중,35.35,약국,20111107.0,02-984-4777,37.6249579,127.01871990000001,영업중,강북구
1207,메디팜미소약국,서울특별시 강북구 미아동 35번지 4호 트레지오빌딩 1층,서울특별시강북구도봉로34,20110920,운영중,17.97,약국,20110920.0,02-989-9917,37.622410200000004,127.0300782,영업중,강북구
1208,보건약국,서울특별시 강북구 번2동 229-11 주공5단지 상가 201호,서울특별시강북구오현로31길147,20001017,운영중,24.62,약국,20001017.0,02-988-8151,37.63363270000001,127.0339656,영업중,강북구
1209,번동프라자약국,서울특별시 강북구 번1동 430-68,서울특별시강북구한천로940,19950621,운영중,41.04,약국,19950621.0,02-904-2906,37.6347992,127.0355831,영업중,강북구
1210,선영약국,서울특별시 강북구 수유2동 254-39,서울특별시강북구노해로23길73,19911220,운영중,18.99,약국,19911220.0,02-998-3882,37.645982200000006,127.0195505,영업중,강북구
1211,녹원당약국,서울특별시 강북구 번3동 주공1단지상가101,서울특별시강북구한천로105길23,19910830,운영중,18.13,약국,19910830.0,02-989-8315,37.6245804,127.0470877,영업중,강북구
1212,영약국,서울특별시 강북구 수유2동 279-110,서울특별시강북구한천로170길5,19690612,운영중,40.0,약국,19690612.0,02-993-1878,37.647988500000004,127.0161631,영업중,강북구
1213,동아약국,서울특별시 강북구 미아동 135번지 62호,서울특별시강북구도봉로118,19880302,운영중,37.9,약국,19880302.0,02-985-1448,37.6194388,127.029147,영업중,강북구
1214,미양온누리약국,서울특별시 강북구 미아동 838번지 19호,서울특별시강북구솔샘로229-1,20121227,운영중,83.49,약국,20121227.0,02-980-3160,37.620104299999994,127.01821389999999,영업중,강북구
1215,사랑온누리약국,서울특별시 강북구 미아동 35번지 20호,서울특별시강북구도봉로40,20121218,운영중,22.03,약국,20121218.0,02-983-2425,37.6125465,127.03042479999999,영업중,강북구
1216,임온누리약국,서울특별시 강북구 번3동 308-3,서울특별시강북구오현로34길12,19970217,운영중,37.8,약국,19970217.0,02-984-7412,37.628561499999996,127.04001740000001,영업중,강북구
1217,삼우약국,서울특별시 강북구 우이동 100번지 4호,서울특별시강북구삼양로581,19940302,운영중,51.75,약국,19940302.0,02-900-1600,37.654810499999996,127.012748,영업중,강북구
1218,올리브약국,서울특별시 강북구 수유동 188번지 4호,서울특별시강북구노해로76,20120921,운영중,35.54,약국,20120921.0,070-8834-9936,37.642233000000004,127.02269309999998,영업중,강북구
1219,새현대약국,서울특별시 강북구 인수동 435번지 18호,서울특별시강북구인수봉로55길13,19730808,운영중,23.1,약국,19730808.0,02-902-8373,37.6366711,127.0121088,영업중,강북구
1220,북부약국,서울특별시 강북구 송중동 131번지 4호,서울특별시강북구도봉로150,19980512,운영중,19.72,약국,19980512.0,070-4840-4836,37.622225,127.0281875,영업중,강북구
1221,온누리대성약국,서울특별시 강북구 수유동 472번지 209호,서울특별시강북구수유로9,20121004,운영중,40.95,약국,20121004.0,02-982-0525,37.6318977,127.01807579999999,영업중,강북구
1222,바이엘약국,서울특별시 강북구 수유2동 385-7605-291,서울특별시강북구삼양로420,19870429,운영중,28.81,약국,19870429.0,02-999-0267,37.6409791,127.0170963,영업중,강북구
1223,행복가득약국,서울특별시 강북구 수유동 185번지 3호,서울특별시강북구노해로81,20120523,운영중,43.75,약국,20120523.0,02-992-1037,37.642802200000006,127.02201370000002,영업중,강북구
1224,번동약국,서울특별시 강북구 번동 307번지,서울특별시강북구오현로32길4-3,19910909,운영중,23.9,약국,19910909.0,02-985-3423,37.6283655,127.03985,영업중,강북구
1225,종로태평양약국,서울특별시 강북구 송중동 53번지 1호,서울특별시강북구오패산로130,20110818,운영중,54.3,약국,20110818.0,02-985-0393,37.6135473,127.03434209999999,영업중,강북구
1226,새서울약국,서울특별시 강북구 송천동 703번지 13호,서울특별시강북구삼양로184,19790501,운영중,27.25,약국,19790501.0,02-981-8215,37.62016679999999,127.0212908,영업중,강북구
1227,광제약국,서울특별시 강북구 송중동 134번지 39호,서울특별시강북구도봉로128,19790321,운영중,26.82,약국,19790321.0,02-981-3443,37.6204284,127.0287354,영업중,강북구
1228,민들레약국,서울특별시 강북구 미아동 688번지 5호,서울특별시강북구솔샘로254,20110127,운영중,38.79,약국,20110127.0,02-985-7770,37.6193356,127.02068440000001,영업중,강북구
1229,화원약국,서울특별시 강북구 수유동 319번지 5호,서울특별시강북구삼양로469,19761122,운영중,15.56,약국,19761122.0,02-993-5103,37.6450138,127.01546119999999,영업중,강북구
1230,선경약국,서울특별시 강북구 삼각산동 887번지 5호,서울특별시강북구삼양로19길206,20070831,운영중,118.58,약국,20070831.0,02-987-5634,37.6193922,127.0154764,영업중,강북구
1231,백십자약국,서울특별시 강북구 인수동 436번지 1호,서울특별시강북구인수봉로192,19751218,운영중,28.42,약국,19751218.0,02-902-4097,37.6366255,127.0131235,영업중,강북구
1232,동북약국,서울특별시 강북구 미아동 701번지 3호 305호,서울특별시강북구솔샘로233,20060102,운영중,57.54,약국,20060102.0,02-945-5505,37.620298600000005,127.018925,영업중,강북구
1233,옵티마네오프라자약국,서울특별시 강북구 번동 418번지 3호 효성네오인텔리안 102호,서울특별시강북구도봉로352,20050422,운영중,34.83,약국,20050422.0,02-995-8276,37.6386636,127.02701040000001,영업중,강북구
1234,푸른약국,서울특별시 강북구 수유1동 472-241,서울특별시강북구삼양로309,20050323,운영중,29.64,약국,20050323.0,02-989-1801,37.630948100000005,127.01754340000001,영업중,강북구
1235,길약국,서울특별시 강북구 미아동 217번지 8호,서울특별시강북구도봉로67길21,19681111,운영중,44.68,약국,19681111.0,02-989-7852,37.630367799999995,127.023074,영업중,강북구
1236,강북다모아약국,서울특별시 강북구 송천동 460번지 108호,서울특별시강북구도봉로79,20020902,운영중,16.32,약국,20020902.0,02-945-2088,37.6162721,127.02952009999998,영업중,강북구
1237,복지약국,서울특별시 강북구 번2동 234-31층,서울특별시강북구한천로115길15,20020902,운영중,27.65,약국,20020902.0,02-981-2255,37.6321131,127.0383199,영업중,강북구
1238,강북메디칼약국,서울특별시 강북구 미아동 121번지 24호,서울특별시강북구도봉로190,20120514,운영중,175.07,약국,20120514.0,02-981-9513,37.6258469,127.02684550000001,영업중,강북구
1239,고전약국,서울특별시 강북구 미아동 310번지 4호 아름빌딩 2층,서울특별시강북구도봉로167,20131120,운영중,29.0,약국,20131120.0,02-988-7851,37.6235788,127.0268196,영업중,강북구
1240,조아약국,서울특별시 강북구 미아동 61번지 51호,서울특별시강북구도봉로13길13,20131021,운영중,19.07,약국,20131021.0,070-7757-1436,37.6147974,127.02934440000001,영업중,강북구
1241,필약국,서울특별시 강북구 번동 310번지 18호,서울특별시강북구오현로193,20130829,운영중,34.42,약국,20130829.0,02-988-2280,37.6289207,127.0393082,영업중,강북구
1242,조은약국,서울특별시 강북구 수유동 230번지 13호,서울특별시강북구도봉로317,20130408,운영중,26.62,약국,20130408.0,02-994-7808,37.6367746,127.02389309999998,영업중,강북구
1243,중앙약국,서울특별시 강북구 번동 306번지 3호,서울특별시강북구오현로191,20140425,운영중,37.17,약국,20140425.0,02-984-8480,37.628778100000005,127.0391752,영업중,강북구
1244,수유프라자약국,서울특별시 강북구 수유동 472번지 8호 1층,서울특별시강북구덕릉로42,20140616,운영중,71.61,약국,20140616.0,02-985-0071,37.633884,127.0315693,영업중,강북구
1245,우리대한약국,서울특별시 강북구 수유동 47번지 1호,서울특별시강북구도봉로81길3,20140526,운영중,25.27,약국,20140526.0,02-908-2225,37.6350823,127.02289329999999,영업중,강북구
1246,봄약국,서울특별시 강북구 미아동 35번지 4호 트레지오상가 1층,서울특별시강북구도봉로34,20140120,운영중,38.0,약국,20140120.0,02-945-7765,37.622410200000004,127.0300782,영업중,강북구
1247,이층약국,서울특별시 강북구 미아동 61번지 81호,서울특별시강북구도봉로53,20131223,운영중,38.1,약국,20131223.0,02-986-3583,37.6265615,127.02350200000001,영업중,강북구
1248,수유참사랑약국,서울특별시 강북구 수유동 282번지 1호,서울특별시강북구삼양로497,20150107,운영중,28.08,약국,20150107.0,903-3303,37.6474713,127.01432390000001,영업중,강북구
1249,수유파랑새약국,서울특별시 강북구 수유동 319번지 13호,서울특별시강북구삼양로123길6-8,20150129,운영중,26.01,약국,20150129.0,02-993-6240,37.645232799999995,127.01535859999998,영업중,강북구
1250,행복이 가득한 수약국,서울특별시 강북구 미아동 202번지 13호,서울특별시강북구도봉로245,20150209,운영중,39.16,약국,20150209.0,02-984-6388,37.6302521,127.02423,영업중,강북구
1251,삼성약국,서울특별시 강북구 수유동 256번지 22호,서울특별시강북구한천로1120,20141014,운영중,44.42,약국,20141014.0,02-904-2088,37.6451106,127.01994950000001,영업중,강북구
1252,바른약국,서울특별시 강북구 수유동 252번지 122호,서울특별시강북구노해로95-1,20141120,운영중,46.44,약국,20141120.0,02-993-9663,37.644157799999995,127.0228334,영업중,강북구
1253,삼화온누리약국,서울특별시 강북구 미아동 121번지 19호,서울특별시강북구도봉로196,20141208,운영중,43.21,약국,20141208.0,02-982-0955,37.6260494,127.02660049999999,영업중,강북구
1254,손온누리약국,서울특별시 도봉구 창5동 749번지 13호,서울특별시도봉구도봉로626,19930728,운영중,61.0,약국,19930728.0,904-3644,37.66015529999999,127.0419115,영업중,도봉구
1255,백운약국,서울특별시 도봉구 창1동 655번지 20호,서울특별시도봉구도봉로468,19950905,운영중,34.45,약국,19950905.0,906-0280,37.64743370000001,127.03440220000002,영업중,도봉구
1256,청솔동아약국,서울특별시 도봉구 창동 808번지 동아청솔아파트 상가동 107호,서울특별시도봉구노해로69길103,19961107,운영중,23.4,약국,19961107.0,990-3378,37.6571794,127.0483916,영업중,도봉구
1257,은약국,서울특별시 도봉구 쌍문3동 88번지 116호,서울특별시도봉구도봉로473,19961115,운영중,28.65,약국,19961115.0,992-4321,37.647930200000005,127.03397079999999,영업중,도봉구
1258,종로세명약국,서울특별시 도봉구 방학2동 668번지 5호,서울특별시도봉구방학로176,19970725,운영중,67.43,약국,19970725.0,3492-9963,37.6625218,127.032467,영업중,도봉구
1259,민중약국,서울특별시 도봉구 창동 578번지 146호 1층 101호,서울특별시도봉구덕릉로235,19980312,운영중,21.56,약국,19980312.0,992-6194,37.6388915,127.03809209999999,영업중,도봉구
1260,메디팜큰사랑약국,서울특별시 도봉구 창1동 659번지 3호,서울특별시도봉구도봉로488,19990227,운영중,91.13,약국,19990227.0,907-7582,37.6488436,127.0352587,영업중,도봉구
1261,용호약국,서울특별시 도봉구 쌍문1동 306번지 23호,서울특별시도봉구노해로41길42,19990604,운영중,33.12,약국,19990604.0,991-7134,37.650082700000006,127.0251933,영업중,도봉구
1262,꿈동산약국,서울특별시 도봉구 방학1동 703번지 14호 2층,서울특별시도봉구도봉로683,20080430,운영중,68.8,약국,20080430.0,955-7783,37.6654506,127.04225149999999,영업중,도봉구
1263,종로프라자약국,서울특별시 도봉구 창5동 75번지 1호,서울특별시도봉구노해로65길14-3,20090119,운영중,158.06,약국,20090119.0,907-4266,37.652029299999995,127.0467461,영업중,도봉구
1264,도봉월드약국,서울특별시 도봉구 방학1동 720번지 33호   316~317호,서울특별시도봉구마들로650,20120726,운영중,145.08,약국,20120726.0,3491-3158,37.6679862,127.0470453,영업중,도봉구
1265,쌍문상록수약국,서울특별시 도봉구 쌍문동 215번지 1호 우진빌딩 1층 110116호,서울특별시도봉구해등로26길7,20120831,운영중,35.04,약국,20120831.0,990-0600,37.6584113,127.03257590000001,영업중,도봉구
1266,스타빌약국,서울특별시 도봉구 창동 135번지 28호 302호,서울특별시도봉구노해로63길84-9,20121105,운영중,48.7,약국,20121105.0,904-1592,37.65249,127.0471165,영업중,도봉구
1267,새순보당약국,서울특별시 도봉구 창동 578번지 143호,서울특별시도봉구덕릉로233-5,20121126,운영중,28.0,약국,20121126.0,991-3413,37.6389141,127.03778020000001,영업중,도봉구
1268,이화태평양약국,서울특별시 도봉구 창동 581번지 76호,서울특별시도봉구덕릉로239,20130408,운영중,92.6,약국,20130408.0,991-8447,37.6391474,127.03820890000001,영업중,도봉구
1269,푸른약국,서울특별시 도봉구 도봉1동 79번지 8호,서울특별시도봉구도봉로180나길34,20130628,운영중,21.0,약국,20130628.0,956-3388,37.683731,127.04954,영업중,도봉구
1270,창동종로약국,,서울특별시도봉구노해로63길84-3,20140211,운영중,62.62,약국,20140211.0,992-2376,37.652699600000005,127.0469574,영업중,도봉구
1271,하나약국,,서울특별시도봉구마들로697,20140501,운영중,42.25,약국,20140501.0,954-1504,37.6724695,127.04634750000001,영업중,도봉구
1272,중앙온누리약국,창동 581번지 77호,서울특별시도봉구덕릉로241,20150121,운영중,29.68,약국,20150121.0,903-3005,37.639349700000004,127.03848159999998,영업중,도봉구
1273,창동남대문약국,서울특별시 도봉구 창동 578번지 5호,서울특별시도봉구덕릉로223,20150212,운영중,108.63,약국,20150212.0,02-995-6005,37.638086799999996,127.0373172,영업중,도봉구
1274,영훈약국,서울특별시 도봉구 창3동 557번지 5호,서울특별시도봉구덕릉로222,19840906,운영중,39.33,약국,19840906.0,900-3943,37.637769299999995,127.0376091,영업중,도봉구
1275,혜민약국,서울특별시 도봉구 도봉동 603번지 7호,서울특별시도봉구도봉로159길17,19850831,운영중,39.56,약국,19850831.0,954-1653,37.6742906,127.04325449999999,영업중,도봉구
1276,송이약국,서울특별시 도봉구 쌍문3동 98번지 54호,서울특별시도봉구도봉로113길41,19860701,운영중,54.17,약국,19860701.0,906-6363,37.648334600000005,127.0318578,영업중,도봉구
1277,쌍문약국,서울특별시 도봉구 쌍문3동 88번지 24호,서울특별시도봉구도봉로473-1,19861015,운영중,23.15,약국,19861015.0,908-5945,37.648098600000004,127.0340695,영업중,도봉구
1278,대영약국,서울특별시 도봉구 쌍문2동 668번지 5호,서울특별시도봉구도봉로129길26,19881102,운영중,38.3,약국,19881102.0,904-0403,37.655487799999996,127.0369135,영업중,도봉구
1279,백세약국,서울특별시 도봉구 방학2동 660번지,서울특별시도봉구도당로15길12,19900607,운영중,30.4,약국,19900607.0,3492-9373,37.6660674,127.0367746,영업중,도봉구
1280,보화당약국,서울특별시 도봉구 창4동 10번지 3호,서울특별시도봉구노해로69길15,19910108,운영중,22.4,약국,19910108.0,02-995-2929,37.6529434,127.05060230000001,영업중,도봉구
1281,태양당약국,서울특별시 도봉구 방학2동 605번지 29호,서울특별시도봉구시루봉로15길36,19910420,운영중,21.07,약국,19910420.0,02-3493-0664,37.6686519,127.03208590000001,영업중,도봉구
1282,정대식약국,서울특별시 도봉구 창동 27번지 주공19단지아파트 상가동 122호,서울특별시도봉구노해로70길54,19910628,운영중,42.25,약국,19910628.0,991-0400,37.649242,127.0509338,영업중,도봉구
1283,희정약국,서울특별시 도봉구 도봉동 30번지 1호 한신아파트 상가동 109호,서울특별시도봉구마들로859-19,19910709,운영중,29.58,약국,19910709.0,956-3300,37.685787899999994,127.0479503,영업중,도봉구
1284,부광약국,서울특별시 도봉구 창동 756번지 149호 주공17단지아파트 상가동 120호,서울특별시도봉구덕릉로398,19920604,운영중,20.14,약국,19920604.0,902-3654,37.645738200000004,127.0531088,영업중,도봉구
1285,진성온누리약국,서울특별시 도봉구 방학1동 703번지 61호,서울특별시도봉구도봉로681,20090910,운영중,38.0,약국,20090910.0,993-5535,37.6652699,127.0425179,영업중,도봉구
1286,성가온누리약국,서울특별시 도봉구 방학1동 657번지 12호,서울특별시도봉구도당로133,20091231,운영중,45.9,약국,20091231.0,6080-6424,37.6674182,127.04110179999999,영업중,도봉구
1287,아름다운약국,서울특별시 도봉구 쌍문2동 694번지,서울특별시도봉구도봉로551,20100127,운영중,66.0,약국,20100127.0,900-5812,37.6544377,127.0377487,영업중,도봉구
1288,명산약국,서울특별시 도봉구 창동 26번지 동아상가2층 203-1호,서울특별시도봉구노해로384,20100222,운영중,31.0,약국,20100222.0,908-8122,37.65116810000001,127.050345,영업중,도봉구
1289,웰빙약국,서울특별시 도봉구 창동 731번지 1호 1층,서울특별시도봉구도봉로604,20100601,운영중,82.5,약국,20100601.0,908-1255,37.658274799999994,127.04101770000001,영업중,도봉구
1290,무지개온누리약국,서울특별시 도봉구 쌍문3동 96번지 29호,서울특별시도봉구도봉로471,20100701,운영중,59.4,약국,20100701.0,991-8427,37.647795,127.0338558,영업중,도봉구
1291,메디칼약국,서울특별시 도봉구 방학1동 703번지 17호 우리메디빌딩 105호,서울특별시도봉구도봉로677,20100722,운영중,99.0,약국,20100722.0,3491-5119,37.664891499999996,127.04230179999999,영업중,도봉구
1292,월드중앙약국,서울특별시 도봉구 방학동 720번지 33호 도봉월드빌딩 104-2호,서울특별시도봉구마들로650,20100730,운영중,38.06,약국,20100730.0,956-2885,37.6679862,127.0470453,영업중,도봉구
1293,메디칼2층약국,서울특별시 도봉구 창동 659번지 12호 청우빌딩2층,서울특별시도봉구도봉로484,20101001,운영중,62.1,약국,20101001.0,992-2313,37.6485806,127.0350548,영업중,도봉구
1294,후문한일약국,서울특별시 도봉구 쌍문동 388번지 33호 한양상가   208호209호,서울특별시도봉구노해로40길72,20101008,운영중,53.0,약국,20101008.0,999-9101,37.6457729,127.03031599999998,영업중,도봉구
1295,푸른대우약국,서울특별시 도봉구 창2동 804번지 대우아파트 상가동 203호,서울특별시도봉구덕릉로63가길61,20101026,운영중,18.36,약국,20101026.0,3296-5339,37.6423565,127.0375024,영업중,도봉구
1296,파마트열린약국,서울특별시 도봉구 쌍문동 210번지 보성상가 102호,서울특별시도봉구해등로218,20110104,운영중,39.6,약국,20110104.0,990-3367,37.658116899999996,127.0325037,영업중,도봉구
1297,녹십자약국,서울특별시 도봉구 창동 502번지 5호,서울특별시도봉구우이천로4길32,20110901,운영중,66.9,약국,20110901.0,992-9266,37.633819700000004,127.04120290000002,영업중,도봉구
1298,온누리수약국,서울특별시 도봉구 쌍문동 723번지,서울특별시도봉구해등로190,20120423,운영중,35.24,약국,20120423.0,999-5450,37.6583229,127.03586370000001,영업중,도봉구
1299,쌍문마이팜약국,서울특별시 도봉구 쌍문동 707번지 4호,서울특별시도봉구도봉로141길11,20120430,운영중,20.06,약국,20120430.0,990-3040,37.661502500000005,127.04138529999999,영업중,도봉구
1300,대웅약국,서울특별시 도봉구 쌍문3동 103번지 152호,서울특별시도봉구우이천로298,20001031,운영중,0.0,약국,20001031.0,990-2345,37.644323,127.029417,영업중,도봉구
1301,방학약국,서울특별시 도봉구 방학동 653번지 14호 1층 지층,서울특별시도봉구도봉로729,20001109,운영중,150.27,약국,20001109.0,955-8822,37.6696209,127.0432872,영업중,도봉구
1302,후문약국,서울특별시 도봉구 쌍문3동 315번지 30호,서울특별시도봉구도봉로109길58,20001205,운영중,52.0,약국,20001205.0,995-8588,37.6471372,127.0302257,영업중,도봉구
1303,태양약국,서울특별시 도봉구 쌍문3동 88번지 144호,서울특별시도봉구도봉로479,20010221,운영중,28.16,약국,20010221.0,902-0682,37.6486098,127.0343291,영업중,도봉구
1304,도봉태평양약국,서울특별시 도봉구 도봉동 594번지 19호,서울특별시도봉구도봉로821,20010908,운영중,24.5,약국,20010908.0,955-6228,37.6777094,127.0447308,영업중,도봉구
1305,햇빛약국,서울특별시 도봉구 방학동 633번지 3호,서울특별시도봉구도당로13길16,20011005,운영중,36.6,약국,20011005.0,6081-5255,37.6655115,127.03556440000001,영업중,도봉구
1306,새보은약국,서울특별시 도봉구 쌍문1동 495번지 9호,서울특별시도봉구삼양로154길42,20020522,운영중,12.71,약국,20020522.0,996-7360,37.655638,127.015593,영업중,도봉구
1307,늘푸른약국,서울특별시 도봉구 도봉1동 601번지 1호,서울특별시도봉구도봉로163길7,20020729,운영중,28.0,약국,20020729.0,3493-3823,37.676007299999995,127.0439455,영업중,도봉구
1308,태평양약국,서울특별시 도봉구 창4동 13번지 3호,서울특별시도봉구노해로69길25,20020902,운영중,108.0,약국,20020902.0,999-5006,37.65356729999999,127.0504176,영업중,도봉구
1309,고명약국,서울특별시 도봉구 방학1동 705번지 3호,서울특별시도봉구도봉로724,20021023,운영중,32.36,약국,20021023.0,3493-0343,37.6689818,127.04381459999999,영업중,도봉구
1310,일충프라자약국,서울특별시 도봉구 쌍문동 653번지,서울특별시도봉구도봉로575,20030801,운영중,54.23,약국,20030801.0,902-9696,37.6563598,127.0387723,영업중,도봉구
1311,뉴지명약국,서울특별시 도봉구 창3동 557번지 9호,서울특별시도봉구덕릉로236,20031006,운영중,23.68,약국,20031006.0,993-2082,37.638711,127.0384977,영업중,도봉구
1312,약손약국,서울특별시 도봉구 쌍문동 575번지,서울특별시도봉구도봉로601,20040214,운영중,10.17,약국,20040214.0,908-0266,37.6583968,127.04007539999999,영업중,도봉구
1313,신프라자약국,서울특별시 도봉구 창2동 581번지 71호,서울특별시도봉구덕릉로251,20040310,운영중,94.79,약국,20040310.0,999-9491,37.6401154,127.03913229999999,영업중,도봉구
1314,오약국,서울특별시 도봉구 방학동 717번지 6호 롯데마트 1층,서울특별시도봉구마들로645,20041022,운영중,45.13,약국,20041022.0,955-0788,37.6675664,127.04549440000001,영업중,도봉구
1315,쉐르빌약국,서울특별시 도봉구 창1동 659번지 29호 삼성쉐르빌퍼스티 109호,서울특별시도봉구도봉로476,20050125,운영중,51.62,약국,20050125.0,999-4117,37.6478375,127.03474820000001,영업중,도봉구
1316,초록약국,서울특별시 도봉구 방학3동 670번지 11호,서울특별시도봉구방학로163,20050202,운영중,50.74,약국,20050202.0,956-8361,37.662151,127.0339543,영업중,도봉구
1317,건강제일녹십자약국,서울특별시 도봉구 쌍문동 723번지 신원2차 103 104호,서울특별시도봉구해등로190,20050310,운영중,72.1,약국,20050310.0,906-1024,37.6583229,127.03586370000001,영업중,도봉구
1318,창동이화약국,서울특별시 도봉구 창동 338번지 신원리베르텔 305호,서울특별시도봉구노해로341,20051005,운영중,67.24,약국,20051005.0,906-0101,37.651399,127.0458986,영업중,도봉구
1319,정민약국,서울특별시 도봉구 도봉1동 562번지,서울특별시도봉구도봉로887,20051107,운영중,23.8,약국,20051107.0,956-7328,37.683639,127.04562179999999,영업중,도봉구
1320,방학세계로약국,서울특별시 도봉구 방학3동 670번지 14호,서울특별시도봉구방학로159,20060303,운영중,102.13,약국,20060303.0,956-3030,37.6622557,127.0344199,영업중,도봉구
1321,엔젤팜약국,서울특별시 도봉구 쌍문2동 568번지,서울특별시도봉구방학로3길121,20060508,운영중,66.1,약국,20060508.0,997-8213,37.6579398,127.038498,영업중,도봉구
1322,영락온누리약국,서울특별시 도봉구 도봉1동 612번지,서울특별시도봉구시루봉로290,20060526,운영중,25.0,약국,20060526.0,3493-6350,37.6710366,127.04109380000001,영업중,도봉구
1323,은혜약국,서울특별시 도봉구 창1동 661번지 15호,서울특별시도봉구도봉로118길11,20060921,운영중,20.9,약국,20060921.0,992-9191,37.6490235,127.0358842,영업중,도봉구
1324,신창약국,서울특별시 도봉구 창3동 568번지 30호,서울특별시도봉구덕릉로258,20060922,운영중,32.52,약국,20060922.0,902-3534,37.640260999999995,127.0399723,영업중,도봉구
1325,상록수온누리약국,서울특별시 도봉구 방학2동 661번지 39호,서울특별시도봉구도당로13길8,20070129,운영중,63.75,약국,20070129.0,954-2950,37.6652786,127.0357363,영업중,도봉구
1326,소망약국,서울특별시 도봉구 도봉2동 623번지 164호,서울특별시도봉구마들로691,20070620,운영중,33.0,약국,20070620.0,954-7291,37.6717809,127.04632579999999,영업중,도봉구
1327,삼성늘푸른약국,서울특별시 도봉구 창1동 659번지 29호 삼성쉐르빌퍼스티 206호,서울특별시도봉구도봉로476,20071227,운영중,56.9,약국,20071227.0,993-5757,37.6478375,127.03474820000001,영업중,도봉구
1328,메디팜은아약국,서울특별시 노원구 상계동 67번지,서울특별시노원구덕릉로126길11,20030303,운영중,67.0,약국,20030303.0,951-5541,37.670555,127.08179740000001,영업중,노원구
1329,한신약국,서울특별시 노원구 상계동 451번지,서울특별시노원구한글비석로48길6,20030331,운영중,25.4,약국,20030331.0,937-2574,37.66475379999999,127.06808149999999,영업중,노원구
1330,행복한약국,서울특별시 노원구 공릉동 408번지 4호,서울특별시노원구공릉로187,20030418,운영중,30.01,약국,20030418.0,979-5059,37.62640579999999,127.0788436,영업중,노원구
1331,수락프라자약국,서울특별시 노원구 상계동 1132번지 144호,서울특별시노원구동일로1669,20030726,운영중,97.7,약국,20030726.0,935-7523,37.6774161,127.05485800000001,영업중,노원구
