,번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,위치정보(X),위치정보(Y),상세영업상태명,구별
582,583,이층약국,서울특별시 광진구 자양동 855번지 205호,서울특별시광진구능동로18,20150309,운영중,38.54,약국,20150309,070-7795-8876,206025.1881,448212.4084,영업중,광진구
583,584,천사약국,서울특별시 광진구 중곡동 166번지 4호,서울특별시광진구능동로409,20150129,운영중,22.54,약국,20150129,02-463-9380,207404.6783,451789.1057,영업중,광진구
584,585,봄약국,서울특별시 광진구 자양동 608번지 19호,서울특별시광진구뚝섬로596,20140115,운영중,31.45,약국,20140115,02-454-6088,206712.1349,448164.4277,영업중,광진구
585,586,해동약국,서울특별시 광진구 중곡동 124번지 8호,서울특별시광진구용마산로57,20130812,운영중,57.72,약국,20130812,02-457-4110,207731.9133,451030.68,영업중,광진구
586,587,혜원약국,서울특별시 광진구 중곡동 175번지 27호,서울특별시광진구면목로173,20121126,운영중,26.04,약국,20121126,02-469-3151,207297.3615,452122.1663,영업중,광진구
587,588,신백구약국,서울특별시 광진구 군자동 363번지 1호,서울특별시광진구군자로86-1,20121203,운영중,55,약국,20121203,02-467-7287,206294.885,450148.3822,영업중,광진구
588,589,쉐르빌대학약국,서울특별시 광진구 구의동 199번지 18호,서울특별시광진구구의강변로106,20130102,운영중,89.25,약국,20130102,02-447-9830,208386.83,448931.9694,영업중,광진구
589,590,알파약국,서울특별시 광진구 구의동 611번지 현대2단지 종합상가 112호,서울특별시광진구광나루로56길34,20130401,운영중,23.77,약국,20130401,454-5656,208540.6701,448741.6193,영업중,광진구
590,591,자양하나약국,서울특별시 광진구 자양동 653번지 47호 필산빌딩 104호,서울특별시광진구자양로9길77,20131209,운영중,78.7,약국,20131209,070-4400-6206,207178.1367,448033.8421,영업중,광진구
591,592,레몬약국,서울특별시 광진구 구의동 199번지 15호,서울특별시광진구아차산로478,20110307,운영중,46.5,약국,20110307,02-452-7736,208398.9129,448983.1437,영업중,광진구
592,593,참약국,서울특별시 광진구 자양동 626번지 4호,서울특별시광진구자양로13길4-1,20120716,운영중,24.2,약국,20120716,02-457-2922,207362.2125,448487.8983,영업중,광진구
593,594,연약국,서울특별시 광진구 화양동 6번지 2호 연한빌딩 4층 403호,서울특별시광진구아차산로241,20120904,운영중,48.19,약국,20120904,02-466-1288,206199.7472,449001.9784,영업중,광진구
594,595,조은우리약국,서울특별시 광진구 자양1동 779번지 8호 현대홈시티 104호,서울특별시광진구자양로109,20111208,운영중,49,약국,20111208,02-453-4848,207344.5058,448659.0372,영업중,광진구
595,596,중곡열린약국,서울특별시 광진구 중곡동 172번지 54호,서울특별시광진구능동로51길44,20120130,운영중,33.8,약국,20120130,462-4552,207227.7359,451898.1776,영업중,광진구
596,597,중앙약국,서울특별시 광진구 중곡동 124번지 22호,서울특별시광진구용마산로53,20120131,운영중,37.67,약국,20120131,452-4420,207737.1757,450995.0711,영업중,광진구
597,598,중곡종로약국,서울특별시 광진구 중곡동 79번지 9호,서울특별시광진구용마산로46,20120626,운영중,120.12,약국,20120626,02-2201-4321,207784.4952,450920.0773,영업중,광진구
598,599,햇살온누리약국,서울특별시 광진구 화양동 10번지 1호,서울특별시광진구능동로13길39,20120629,운영중,37.85,약국,20120629,02-467-8667,206205.1665,449385.3055,영업중,광진구
599,600,포도원온누리약국,서울특별시 광진구 군자동 2번지 52호,서울특별시광진구능동로265,20120206,운영중,19.93,약국,20120206,549-2456,206831.1951,450470.3184,영업중,광진구
600,601,삼육오약국,서울특별시 광진구 자양동 24번지 19호 (동일로 86),서울특별시광진구동일로86,20110502,운영중,71.55,약국,20110502,930-5035,205589.0511,448972.1577,영업중,광진구
601,602,종로온누리약국,서울특별시 광진구 자양1동 779번지 12호 101호,서울특별시광진구자양로115,20110803,운영중,31.28,약국,20110803,02-457-9550,207340.3208,448738.9663,영업중,광진구
603,604,군자세계로약국,서울특별시 광진구 군자동 478번지 5호 중앙빌딩1층(천호대로548),서울특별시광진구천호대로548,20110103,운영중,31.61,약국,20110103,499-4719,206974.6425,450824.2342,영업중,광진구
604,605,행복한약국,서울특별시 광진구 자양동 612번지 58호 (번영길 18),서울특별시광진구자양로15길26,20100628,운영중,58,약국,20100628,447-7114,207259.68,448472.8778,영업중,광진구
605,606,온누리메디칼약국,서울특별시 광진구 자양동 8번지 1호 (아차산길 220),서울특별시광진구아차산로220,20101230,운영중,86.1,약국,20101230,461-0120,205979.3683,449016.1487,영업중,광진구
606,607,구의온누리약국,서울특별시 광진구 구의동 55번지 13호,서울특별시광진구자양로285,20101101,운영중,26.95,약국,20101101,456-8694,208101.5191,450203.4836,영업중,광진구
607,608,김&장 나라약국,서울특별시 광진구 화양동 4번지 20호 외 1필지 스타시티 영존 B201호,서울특별시광진구능동로110,20090916,운영중,104.6,약국,20090916,453-7398,206311.2213,449039.3964,영업중,광진구
608,609,큰별약국,서울특별시 광진구 자양동 630번지 42호,서울특별시광진구뚝섬로59길67,20091005,운영중,18.38,약국,20091005,457-4824,207343.4319,448374.1242,영업중,광진구
609,610,세명약국,서울특별시 광진구 중곡동 140번지 29호,서울특별시광진구천호대로575,20100802,운영중,24.7,약국,20100802,447-2998,207256.9207,450777.9722,영업중,광진구
610,611,정약국,서울특별시 광진구 구의동 251번지 12호,서울특별시광진구자양로26길8,20100419,운영중,44,약국,20100419,3436-4580,207463.1607,449148.3627,영업중,광진구
611,612,정문대학약국,서울특별시 광진구 화양동 4번지 20호 외 1필지 스타시티영존 104호,서울특별시광진구능동로110,20091215,운영중,120.9,약국,20091215,2218-4545,206311.2213,449039.3964,영업중,광진구
612,613,새한빛약국,서울특별시 광진구 자양동 553번지 502호 (1층),서울특별시광진구뚝섬로558,20100119,운영중,15.19,약국,20100119,446-9105,206349.8817,448292.5165,영업중,광진구
613,614,신승보약국,서울특별시 광진구 자양동 52번지 150호,서울특별시광진구동일로4길57-11,20090515,운영중,20.8,약국,20090515,02-468-0193,205641.6452,448497.332,영업중,광진구
614,615,메디파워약국,서울특별시 광진구 자양동 553번지 501호 1층 112호,서울특별시광진구뚝섬로552,20090722,운영중,66.12,약국,20090722,456-1255,206299.38,448313.8111,영업중,광진구
615,616,포도약국,서울특별시 광진구 자양동 507번지 6호 외 10필지 이튼타워리버 2차 110호,서울특별시광진구능동로50,20090727,운영중,26.3,약국,20090727,070-7572-7626,206122.4167,448465.8839,영업중,광진구
616,617,더클래식약국,서울특별시 광진구 자양동 227번지 342호 더클래식500 1층 104-2호 (능동로 90),서울특별시광진구능동로90,20090528,운영중,37.39,약국,20090528,455-4565,206268.1013,448764.2407,영업중,광진구
617,618,웰빙약국,서울특별시 광진구 구의동 31번지 23호,서울특별시광진구자양로312,20090601,운영중,40.32,약국,20090601,453-0353,208253.3284,450401.9094,영업중,광진구
618,619,건대지하철약국,서울특별시 광진구 화양동 6번지 3호 7호선 건대입구역 지하상가2호,서울특별시광진구능동로지하,20090407,운영중,73.5,약국,20090407,461-1401,206311.2213,449039.3964,영업중,광진구
619,620,세계로약국,서울특별시 광진구 화양동 48번지 14호 삼영빌딩 1층,서울특별시광진구아차산로219,20081231,운영중,60.05,약국,20081231,466-0253,206003.6308,449070.7669,영업중,광진구
620,621,웰빙서울온누리약국,서울특별시 광진구 자양동 553번지 323호,서울특별시광진구뚝섬로499,20090102,운영중,46.17,약국,20090102,497-3092,205818.8424,448516.4551,영업중,광진구
621,622,서울온누리약국,서울특별시 광진구 구의동 213번지 3호,서울특별시광진구구의강변로99,20090128,운영중,37.22,약국,20090128,455-5191,208292.9759,448895.1278,영업중,광진구
622,623,성안약국,서울특별시 광진구 구의동 30번지 13호,서울특별시광진구자양로311-1,19711115,운영중,0,약국,19711115,446-3056,208240.2722,450419.8035,영업중,광진구
623,624,진약국,서울특별시 광진구 군자동 465번지 1호,서울특별시광진구동일로60길14,19731001,운영중,16.6,약국,19731001,467-1116,206548.8583,450980.254,영업중,광진구
624,625,용마약국,서울특별시 광진구 구의동 80번지 46호,서울특별시광진구자양로201,19740704,운영중,41.8,약국,19740704,447-9621,207548.9606,449569.3333,영업중,광진구
625,626,기호약국,서울특별시 광진구 화양동 15번지 1호,서울특별시광진구군자로25,19740722,운영중,0,약국,19740722,463-8050,206235.5345,449550.5979,영업중,광진구
626,627,진명약국,서울특별시 광진구 군자동 66번지 8호,서울특별시광진구군자로144,19741210,운영중,63,약국,19741210,466-2466,206665.8533,450534.4043,영업중,광진구
627,628,조광옵티마약국,서울특별시 광진구 중곡동 230번지 1호,서울특별시광진구긴고랑로9길29,19760607,운영중,33.3,약국,19760607,467-1088,207187.9741,451702.3011,영업중,광진구
628,629,용상약국,서울특별시 광진구 광장동 339번지 9호,서울특별시광진구아차산로626,19761023,운영중,24.84,약국,19761023,457-9311,209512.6597,449880.4259,영업중,광진구
629,630,성진약국,서울특별시 광진구 중곡동 556번지 1호,서울특별시광진구면목로203,19780829,운영중,54.36,약국,19780829,432-4948,207352.6644,452411.6404,영업중,광진구
630,631,광해약국,서울특별시 광진구 능동 279번지 2호,서울특별시광진구능동로298,19780905,운영중,15.98,약국,19780905,447-8188,207007.3256,450749.7457,영업중,광진구
631,632,성동약국,서울특별시 광진구 자양동 584번지 13호,서울특별시광진구자양번영로11,19800128,운영중,18.2,약국,19800128,452-1809,206602.8134,447913.3225,영업중,광진구
632,633,연진약국,서울특별시 광진구 화양동 9번지 90호,서울특별시광진구아차산로29길12,19800524,운영중,16.66,약국,19800524,462-3355,206048.5942,449104.6605,영업중,광진구
633,634,동서울약국,서울특별시 광진구 구의동 546번지 1호 동서울터미널빌딩 124호,서울특별시광진구강변역로50,19800707,운영중,47.25,약국,19800707,452-0015,208324.4573,448341.6193,영업중,광진구
634,635,구내약국,서울특별시 광진구 광장동 21번지,서울특별시광진구워커힐로177,19811007,운영중,19.1,약국,19811007,450-4759,209963.0328,451028.7292,영업중,광진구
635,636,참조은약국,서울특별시 광진구 화양동 18번지 1호,서울특별시광진구광나루로366,19811215,운영중,20.45,약국,19811215,467-8893,206215.0053,449819.0663,영업중,광진구
636,637,호림약국,서울특별시 광진구 화양동,서울특별시광진구동일로30길28,19820201,운영중,22,약국,19820201,468-1027,206084.3307,449777.1593,영업중,광진구
637,638,해정약국,서울특별시 광진구 군자동 342번지 20호,서울특별시광진구군자로93,19820417,운영중,19.4,약국,19820417,467-2282,206274.4722,450220.5272,영업중,광진구
638,639,수도약국,서울특별시 광진구 구의동 66번지 62호,서울특별시광진구광나루로529,19820422,운영중,34.1,약국,19820422,447-8114,207818.0451,449518.5644,영업중,광진구
639,640,온누리극동약국,서울특별시 광진구 광장동 218번지 1호,서울특별시광진구아차산로552,19820608,운영중,20.9,약국,19820608,446-3286,209390.6138,449450.3112,영업중,광진구
640,641,세영약국,서울특별시 광진구 자양동 11번지 1호,서울특별시광진구뚝섬로27길65,19820630,운영중,24,약국,19820630,464-3577,205896.4688,448805.4003,영업중,광진구
641,642,금성당약국,서울특별시 광진구 중곡동 58번지 27호,서울특별시광진구긴고랑로115,19821027,운영중,23.5,약국,19821027,444-0159,207777.1635,451104.8313,영업중,광진구
642,643,신영신약국,서울특별시 광진구 자양동 681번지 40호,서울특별시광진구자양로42,19830113,운영중,26.2,약국,19830113,446-4176,207609.7381,448055.7789,영업중,광진구
643,644,천수당약국,서울특별시 광진구 군자동 469번지 22호,서울특별시광진구면목로37,19830524,운영중,19,약국,19830524,466-4765,206751.1518,450878.8723,영업중,광진구
644,645,인정온누리약국,서울특별시 광진구 자양동 653번지 34호,서울특별시광진구뚝섬로655,19840330,운영중,19.6,약국,19840330,457-5167,207276.1119,448013.209,영업중,광진구
645,646,백조온누리약국,서울특별시 광진구 중곡동 240번지 1호,서울특별시광진구면목로113,19840919,운영중,26.9,약국,19840919,466-8975,207058.4997,451584.6163,영업중,광진구
646,647,새은광약국,서울특별시 광진구 자양동 801번지,서울특별시광진구아차산로40길28,19850614,운영중,22.18,약국,19850614,446-8116,206906.5988,448553.5273,영업중,광진구
647,648,완미약국,서울특별시 광진구 구의동 234번지 16호,서울특별시광진구자양로194,19850910,운영중,26.01,약국,19850910,457-3583,207551.9179,449484.6032,영업중,광진구
648,649,스타시티약국,서울특별시 광진구 자양동 227번지 6호,서울특별시광진구아차산로290,19860703,운영중,23.56,약국,19860703,447-7439,206638.6096,448765.5567,영업중,광진구
649,650,제중약국,서울특별시 광진구 중곡동 691번지 6호,서울특별시광진구면목로169,19861106,운영중,23.28,약국,19861106,467-8832,207287.0393,452097.0928,영업중,광진구
650,651,종우약국,서울특별시 광진구 자양동 203번지 2호,서울특별시광진구동일로34,19870622,운영중,20.4,약국,19870622,464-4756,205381.4481,448489.0393,영업중,광진구
651,652,종합약국,서울특별시 광진구 중곡동 56번지 7호,서울특별시광진구용마산로69,19880223,운영중,20.4,약국,19880223,452-4185,207716.6977,451161.4667,영업중,광진구
652,653,중부고속약국,서울특별시 광진구 구의동 546번지 1호 동서울터미널빌딩,서울특별시광진구강변역로50,19890411,운영중,24.96,약국,19890411,444-3672,208324.4573,448341.6193,영업중,광진구
653,654,수정온누리약국,서울특별시 광진구 중곡동 116번지 5호 101호,서울특별시광진구용마산로5,19900519,운영중,49.5,약국,19900519,446-3116,207796.0511,450524.9334,영업중,광진구
654,655,명성약국,서울특별시 광진구 구의동 230번지 1호,서울특별시광진구광나루로538,19900919,운영중,22.73,약국,19900919,444-7848,207885.1589,449462.4596,영업중,광진구
655,656,태평양약국,서울특별시 광진구 자양동 681번지,서울특별시광진구자양로48,19910328,운영중,60.7,약국,19910328,2201-8400,207579.6303,448101.0291,영업중,광진구
656,657,백온누리약국,서울특별시 광진구 중곡동 198번지 4호,서울특별시광진구면목로174,19911019,운영중,18.99,약국,19911019,466-4696,207331.2197,452129.1359,영업중,광진구
657,658,진영약국,서울특별시 광진구 구의동 221번지 3호,서울특별시광진구아차산로57길42,19920323,운영중,19.44,약국,19920323,454-8827,207836.5605,448984.586,영업중,광진구
658,659,신대영약국,서울특별시 광진구 구의동 599번지 8호,서울특별시광진구구의강변로22,19921118,운영중,20.2,약국,19921118,447-8725,208120.3194,448160.5676,영업중,광진구
659,660,원보당약국,서울특별시 동대문구 제기동 889번지 15호,서울특별시동대문구약령중앙로41,20050602,운영중,30.89,약국,20050602,02-957-5001,203266.344,453596.319,영업중,동대문구
660,661,대부당약국,서울특별시 동대문구 제기동 1125번지,서울특별시동대문구약령중앙로10-12,20050715,운영중,23.97,약국,20050715,02-965-6348,203302.4291,453285.5949,영업중,동대문구
662,663,도원당약국,서울특별시 동대문구 제기동 890번지 19호,서울특별시동대문구약령중앙로31,20050831,운영중,23.24,약국,20050831,02-959-2092,203265.4863,453507.1207,영업중,동대문구
664,665,하나온누리약국,서울특별시 동대문구 장안동 107번지 12호,서울특별시동대문구사가정로206,20060118,운영중,28.5,약국,20060118,02-960-8012,205995.8187,453213.93,영업중,동대문구
665,666,에스케이행복약국,서울특별시 동대문구 전농동,서울특별시동대문구사가정로148,20060223,운영중,25,약국,20060223,02-2245-9400,205548.8089,453122.1227,영업중,동대문구
666,667,원동당약국,서울특별시 동대문구 제기동,서울특별시동대문구약령동길69,20060906,운영중,37.8,약국,20060906,02-962-8711,203341.5024,453538.6628,영업중,동대문구
667,668,으뜸당약국,서울특별시 동대문구 제기동,서울특별시동대문구고산자로472-1,20060912,운영중,37.8,약국,20060912,02-964-2323,203427.1909,453590.3199,영업중,동대문구
668,669,신상록수약국,서울특별시 동대문구 용두동 127번지 15호,서울특별시동대문구무학로26길5,20060927,운영중,35.3,약국,20060927,02-926-6969,202750.6639,452658.8617,영업중,동대문구
669,670,신우당약국,서울특별시 동대문구 제기동 930번지 3호 1층,서울특별시동대문구약령동길84,20061019,운영중,25.8,약국,20061019,02-960-3944,203365.4092,453610.3286,영업중,동대문구
670,671,삼대약국,서울특별시 동대문구 용두동 52번지 1호,서울특별시동대문구천호대로27길73,20070108,운영중,47.9,약국,20070108,02-965-7712,203308.7912,453103.4232,영업중,동대문구
671,672,참이화약국,서울특별시 동대문구 답십리동 493번지 5호 클래식타워 1층 104호,서울특별시동대문구천호대로307,20070315,운영중,20.44,약국,20070315,02-2247-5029,204838.1413,451808.337,영업중,동대문구
672,673,인성당약국,서울특별시 동대문구 제기동 889번지 36호,서울특별시동대문구약령중앙로35-4,20081209,운영중,28.8,약국,20081209,966-1911,203260.5416,453541.569,영업중,동대문구
674,675,제중건재약국,서울특별시 동대문구 제기동 1050번지,서울특별시동대문구고산자로435,20070608,운영중,24.18,약국,20070608,02-969-6054,203360.6255,453231.3887,영업중,동대문구
675,676,봄약국,서울특별시 동대문구 장안동,서울특별시동대문구장한로32길7,20070615,운영중,23.22,약국,20070615,02-2212-1620,206411.7653,452882.6979,영업중,동대문구
676,677,올리브약국,서울특별시 동대문구 장안동,서울특별시동대문구장한로130,20070627,운영중,40.68,약국,20070627,02-2215-5290,206346.7176,452478.7002,영업중,동대문구
677,678,유한약국,서울특별시 동대문구 답십리동 494번지 2호,서울특별시동대문구천호대로295,20071001,운영중,32,약국,20071001,02-2214-0205,204757.7715,451881.4695,영업중,동대문구
678,679,정화약국,서울특별시 동대문구 청량리동 742번지,서울특별시동대문구홍릉로7,19790602,운영중,22.9,약국,19790602,02-967-9941,203948.9161,453491.471,영업중,동대문구
679,680,흥명약국,서울특별시 동대문구 용두동 39번지 695호,서울특별시동대문구고산자로30길56,19790830,운영중,19.8,약국,19790830,02-963-0617,203650.4198,452880.24,영업중,동대문구
680,681,감초당약국,서울특별시 동대문구 제기동 1140번지 32호,서울특별시동대문구약령중앙로11,19800602,운영중,47.2,약국,19800602,02-963-1174,203248.4054,453308.3017,영업중,동대문구
681,682,평제약국,서울특별시 동대문구 제기동 1193번지,서울특별시동대문구약령시로51,19810410,운영중,0,약국,19810410,02-963-6919,203158.971,453717.6485,영업중,동대문구
682,683,정동약국,서울특별시 동대문구 답십리동 488번지 327호,서울특별시동대문구전농로12,19820925,운영중,18.9,약국,19820925,02-2241-7763,204960.3954,451845.5694,영업중,동대문구
683,684,신보명약국,서울특별시 동대문구 장안동 424번지 9호,서울특별시동대문구천호대로79길66,19830802,운영중,23.5,약국,19830802,02-2244-1437,205696.6626,451725.0439,영업중,동대문구
684,685,우량아약국,서울특별시 동대문구 장안동 108번지 15호,서울특별시동대문구사가정로214,19830811,운영중,26.8,약국,19830811,02-2245-3241,206073.5536,453217.9885,영업중,동대문구
685,686,경애약국,서울특별시 동대문구 장안동 93번지 10호,서울특별시동대문구사가정로25길18,19840113,운영중,0,약국,19840113,02-2212-8941,206235.1844,453338.8357,영업중,동대문구
686,687,재민약국,서울특별시 동대문구 이문동 363번지 17호,서울특별시동대문구이문로30길24,19840504,운영중,27,약국,19840504,02-963-8452,205431.5683,455192.3178,영업중,동대문구
687,688,신행당약국,서울특별시 동대문구 전농동 10번지 sk상가3층,서울특별시동대문구사가정로148,19840705,운영중,21.4,약국,19840705,02-2212-1931,205548.8089,453122.1227,영업중,동대문구
688,689,연수당약국,서울특별시 동대문구 용두동 112번지 79호,서울특별시동대문구무학로34길11,19850514,운영중,23.4,약국,19850514,02-926-8152,202770.3149,452991.1282,영업중,동대문구
689,690,신한약국,서울특별시 동대문구 장안2동 311번지 4호,서울특별시동대문구장한로170,19860816,운영중,32.6,약국,19860816,02-2247-6565,206385.2082,452880.4506,영업중,동대문구
690,691,성모약국,서울특별시 동대문구 전농동 499번지 10호,서울특별시동대문구답십리로23길13,20090205,운영중,11.6,약국,20090205,2212-1139,204282.1926,452983.6603,영업중,동대문구
691,692,우리약국,서울특별시 동대문구 장안동 413번지 1호,서울특별시동대문구한천로4,20090213,운영중,40,약국,20090213,070-8242-8579,205173.2908,451525.1321,영업중,동대문구
693,694,동산약국,서울특별시 동대문구 청량리동 235번지 4호 미주상가A동 1층31호 동산약국,서울특별시동대문구왕산로225,20090706,운영중,28,약국,20090706,963-5500,204169.9239,453619.781,영업중,동대문구
694,695,영진당약국,서울특별시 동대문구 제기동 1123번지 2호,서울특별시동대문구약령중앙로12,20090910,운영중,25.7,약국,20090910,966-2242,203271.9929,453303.2314,영업중,동대문구
695,696,이문태평양약국,서울특별시 동대문구 이문동 292번지 33호,서울특별시동대문구이문로126,20100426,운영중,43.86,약국,20100426,969-0308,205425.2121,455360.9796,영업중,동대문구
697,698,해동그랜드약국,서울특별시 동대문구 장안동 118번지 38호,서울특별시동대문구한천로186,20100329,운영중,46.85,약국,20100329,2212-9838,206035.8021,453106.4639,영업중,동대문구
701,702,중경당약국,서울특별시 동대문구 장안동 361번지 4호,서울특별시동대문구장한로58,20100201,운영중,97.01,약국,20100201,2246-1220,206013.9645,451844.3318,영업중,동대문구
702,703,강북열린약국,서울특별시 동대문구 답십리동 94번지 1호,서울특별시동대문구전농로110,20091221,운영중,29.24,약국,20091221,2248-5023,205122.9156,452797.5773,영업중,동대문구
703,704,뉴프라자약국,서울특별시 동대문구 용두동 40번지 13호 동양프라자 1층 104호 105호,서울특별시동대문구고산자로399,20100708,운영중,86.8,약국,20100708,962-1197,203336.4617,452859.53,영업중,동대문구
704,705,그린약국,서울특별시 동대문구 장안동 369번지 2호 1층,서울특별시동대문구장한로129,20100902,운영중,56.24,약국,20100902,2246-9885,206266.0353,452497.0865,영업중,동대문구
705,706,청량리중앙약국,서울특별시 동대문구 전농동 591번지 53호 403호,서울특별시동대문구왕산로214,20100812,운영중,33.39,약국,20100812,3707-1588,204517.6485,453850.0882,영업중,동대문구
706,707,그랜드온누리약국,서울특별시 동대문구 장안동 433번지 6호,서울특별시동대문구장한로14,20101202,운영중,21.1,약국,20101202,070-4229-1954,205809.5282,451455.2045,영업중,동대문구
707,708,어깨동무약국,서울특별시 동대문구 용두동 193번지 78호,서울특별시동대문구무학로189,20101202,운영중,27.1,약국,20101202,927-9125,202611.7858,453524.082,영업중,동대문구
708,709,장안수약국,서울특별시 동대문구 장안동 423번지 16호 1층,서울특별시동대문구천호대로83길43-1,20110310,운영중,32.6,약국,20110310,2213-0695,205756.3179,451627.0358,영업중,동대문구
709,710,유원당약국,서울특별시 동대문구 제기동 1109번지 6호,서울특별시동대문구약령중앙로4길9,20110314,운영중,16,약국,20110314,959-8600,203328.7868,453382.9985,영업중,동대문구
711,712,종로프라자약국,서울특별시 동대문구 장안동 102번지 1호,서울특별시동대문구사가정로226,20110228,운영중,91.8,약국,20110228,2242-2182,206183.9691,453226.5944,영업중,동대문구
713,714,영신당약국,서울특별시 동대문구 제기동 1077번지 3호,서울특별시동대문구약령동길50,20101119,운영중,29.75,약국,20101119,965-2111,203353.8661,453439.1283,영업중,동대문구
714,715,경희온누리약국,서울특별시 동대문구 회기동 42번지 10호 회기빌딩,서울특별시동대문구경희대로1가길32,20101124,운영중,82.33,약국,20101124,3295-0055,204570.3558,454828.7466,영업중,동대문구
715,716,가까운약국,서울특별시 동대문구 답십리동 492번지 1호 태영빌딩,서울특별시동대문구천호대로313,20120717,운영중,48.8,약국,20120717,3394-4882,204886.4155,451769.0147,영업중,동대문구
716,717,보창백옥약국,서울특별시 동대문구 제기동 930번지 2호 1층,서울특별시동대문구약령동길86,20101126,운영중,64.05,약국,20101126,964-3102,203365.7916,453621.6457,영업중,동대문구
717,718,사랑온누리약국,서울특별시 동대문구 답십리동 495번지 1호 1층,서울특별시동대문구천호대로281,20110927,운영중,47.81,약국,20110927,6338-8586,204662.4952,452005.4704,영업중,동대문구
718,719,한가람약국,서울특별시 동대문구 휘경동 269번지 9호,서울특별시동대문구망우로77,20101102,운영중,59.6,약국,20101102,3394-4865,205455.6291,454516.8966,영업중,동대문구
719,720,맑은샘약국,서울특별시 동대문구 장안동 423번지 3호,서울특별시동대문구천호대로83길39,20110330,운영중,51.84,약국,20110330,422-5060,205756.0194,451611.0644,영업중,동대문구
721,722,엘림당약국,서울특별시 동대문구 제기동 890번지 19호,서울특별시동대문구약령중앙로31,20110406,운영중,22.96,약국,20110406,969-2418,203265.4863,453507.1207,영업중,동대문구
723,724,금신당약국,서울특별시 동대문구 장안동 465번지 1호,서울특별시동대문구천호대로427-4,20090511,운영중,53.2,약국,20090511,2244-7491,205898.7522,451369.6684,영업중,동대문구
724,725,수온누리약국,서울특별시 동대문구 전농동 32번지 4호 전농하우스토리 206호,서울특별시동대문구사가정로122,20090811,운영중,57.2,약국,20090811,2244-7003,205169.1561,453075.2569,영업중,동대문구
725,726,한국약국,서울특별시 동대문구 청량리동 687번지,서울특별시동대문구약령시로123,20091130,운영중,52.25,약국,20091130,964-0168,203854.0769,453742.857,영업중,동대문구
726,727,4층현약국,서울특별시 동대문구 장안동 464번지 8호,서울특별시동대문구천호대로425,20101227,운영중,38.4,약국,20101227,2245-3015,205876.4893,451366.9627,영업중,동대문구
727,728,이문메디칼약국,서울특별시 동대문구 이문동 291번지 32호,서울특별시동대문구이문로131,20110801,운영중,44.65,약국,20110801,962-0345,205402.9576,455427.9377,영업중,동대문구
728,729,올팜약국,서울특별시 동대문구 이문동 292번지 178호,서울특별시동대문구이문로120,20040430,운영중,26.7,약국,20040430,02-964-8130,205385.5688,455309.0542,영업중,동대문구
729,730,실로암약국,서울특별시 동대문구 제기동 1140번지 39호,서울특별시동대문구약령서1길20,20001016,운영중,24.6,약국,20001016,02-968-5111,203216.2617,453312.2418,영업중,동대문구
730,731,장안약국,서울특별시 동대문구 장안동 142번지 8호,서울특별시동대문구답십리로248,20010427,운영중,39,약국,20010427,02-2242-3129,205985.2981,452549.8663,영업중,동대문구
731,732,연세약국,서울특별시 동대문구 전농동 55번지 90호 9160-167,서울특별시동대문구전농로16길11,19830316,운영중,38.9,약국,19830316,02-2213-1239,205147.9457,453235.6891,영업중,동대문구
732,733,나나약국,서울특별시 동대문구 장안동 339번지 27호,서울특별시동대문구장한로18길59,19960203,운영중,78,약국,19960203,02-2245-2594,206387.4554,452038.3607,영업중,동대문구
733,734,우남약국,서울특별시 동대문구 제기동 1134번지 402호,서울특별시동대문구약령중앙로2길2,19971120,운영중,27.9,약국,19971120,02-957-8869,203275.3022,453237.0805,영업중,동대문구
734,735,익수당약국,서울특별시 동대문구 제기동 1109번지 6호,서울특별시동대문구약령중앙로4길9,20011206,운영중,32.7,약국,20011206,02-962-7090,203328.7868,453382.9985,영업중,동대문구
735,736,남지약국,서울특별시 동대문구 답십리동 13번지 19호,서울특별시동대문구한천로11길43,19790428,운영중,33.3,약국,19790428,02-966-3054,205294.9691,451933.0746,영업중,동대문구
736,737,조현약국,서울특별시 동대문구 장안동 433번지 15호,서울특별시동대문구장한로6길10,19811215,운영중,0,약국,19811215,02-2245-9459,205896.2937,451557.0459,영업중,동대문구
737,738,경희중앙약국,서울특별시 동대문구 회기동 108번지 3호,서울특별시동대문구경희대로19-9,20010703,운영중,192.6,약국,20010703,02-968-4445,204596.3948,454850.3121,영업중,동대문구
738,739,바오로약국,서울특별시 동대문구 청량리동 235번지 4호,서울특별시동대문구왕산로225,19820625,운영중,49.6,약국,19820625,02-967-3761,204169.9239,453619.781,영업중,동대문구
739,740,한진당약국,서울특별시 동대문구 제기동 1022번지,서울특별시동대문구고산자로36길3,19831202,운영중,15.6,약국,19831202,02-960-5009,203478.733,453326.1632,영업중,동대문구
740,741,한유약국,서울특별시 동대문구 답십리동 902번지,서울특별시동대문구한천로89,19831229,운영중,25.1,약국,19831229,02-2213-3831,205652.6428,452228.6429,영업중,동대문구
741,742,하늘약국,서울특별시 동대문구 답십리동 244번지 1호,서울특별시동대문구전농로91,20000818,운영중,36.2,약국,20000818,02-2214-5180,205047.3652,452641.2681,영업중,동대문구
742,743,신동서약국,서울특별시 동대문구 제기동 148번지 88호,서울특별시동대문구약령시로2-1,19850729,운영중,35,약국,19850729,02-924-3388,202674.7479,453646.552,영업중,동대문구
